geneID	geneName
2641	g21574.t1	ALG12_HUMAN
2642	g21575.t1	ALG12_MOUSE
2643	g21575.t1	ALG12_MOUSE
2644	g21576.t1	MITOK_BOVIN
2645	g21577.t1	HEM0_DANRE
2646	g21577.t2	HEM0_DANRE
2647	g21578.t1	ABCC9_HUMAN
2648	g21579.t1	ABCC9_RABIT
2649	g21581.t1	ABCC8_HUMAN
2650	g21582.t1	ABCC9_MOUSE
2651	g21586.t1	POTE1_CHICK
2652	g21588.t1	P2012_DANRE
2653	g21589.t1	PATS1_DICDI
2654	g21590.t1	AL1L2_HUMAN
2655	g21593.t1	GAL2A_DANRE
2656	g21594.t1	IDH3G_BOVIN
2657	g21595.t1	SGCB_MOUSE
2658	g21595.t2	SGCB_MOUSE
2659	g16326.t1	WDR90_HUMAN
2660	g16326.t1	WDR90_HUMAN
2661	g16337.t1	WDR90_XENTR
2662	g16340.t1	FBP1_STRPU
2663	g16340.t1	FBP1_STRPU
2664	g16340.t1	FBP1_STRPU
2665	g16340.t1	FBP1_STRPU
2666	g16340.t1	FBP1_STRPU
2667	g16340.t1	FBP1_STRPU
2668	g16340.t1	FBP1_STRPU
2669	g16340.t1	FBP1_STRPU
2670	g16340.t1	FBP1_STRPU
2671	g16340.t1	FBP1_STRPU
2672	g16340.t1	FBP1_STRPU
2673	g16340.t1	FBP1_STRPU
2674	g16340.t1	FBP1_STRPU
2675	g16340.t1	FBP1_STRPU
2676	g16340.t1	FBP1_STRPU
2677	g16340.t1	FBP1_STRPU
2678	g16340.t1	FBP1_STRPU
2679	g16341.t1	NOTCH_DROME
2680	g16341.t1	NOTCH_DROME
2681	g16341.t1	NOTCH_DROME
2682	g16341.t1	NOTCH_DROME
2683	g16341.t1	NOTCH_DROME
2684	g16341.t1	NOTCH_DROME
2685	g16341.t1	NOTCH_DROME
2686	g16341.t1	NOTCH_DROME
2687	g16341.t2	NOTCH_DROME
2688	g16341.t2	NOTCH_DROME
2689	g16341.t2	NOTCH_DROME
2690	g16341.t2	NOTCH_DROME
2691	g16341.t2	NOTCH_DROME
2692	g16341.t2	NOTCH_DROME
2693	g16341.t2	NOTCH_DROME
2694	g16341.t2	NOTCH_DROME
2695	g16341.t2	NOTCH_DROME
2696	g16341.t2	NOTCH_DROME
2697	g16343.t1	FBP1_STRPU
2698	g16343.t1	FBP1_STRPU
2699	g16343.t1	FBP1_STRPU
2700	g16343.t1	FBP1_STRPU
2701	g16343.t1	FBP1_STRPU
2702	g16343.t1	FBP1_STRPU
2703	g16344.t1	ANR42_MOUSE
2704	g16345.t1	MP2K2_XENLA
2705	g16346.t1	PERL_MESAU
2706	g16347.t1	PXDN2_CAEEL
2707	g16348.t1	PSD12_MOUSE
2708	g16351.t1	ACSM3_HUMAN
2709	g16352.t1	P20D2_HUMAN
2710	g16353.t1	P20D2_MOUSE
2711	g16353.t2	P20D2_MOUSE
2712	g16354.t1	SNX14_DANRE
2713	g16356.t1	HARB1_BOVIN
2714	g16358.t1	PRKDC_CHICK
2715	g16359.t1	PRKDC_CHICK
2716	g16360.t1	PRKDC_XENLA
2717	g16361.t1	RM12_BOVIN
2718	g16364.t1	MYO15_HUMAN
2719	g16364.t1	MYO15_HUMAN
2720	g16364.t2	MYO15_HUMAN
2721	g16364.t2	MYO15_HUMAN
2722	g16366.t1	MYO15_MOUSE
2723	g16368.t1	MYO15_HUMAN
2724	g16371.t1	SCD5_BOVIN
2725	g16373.t1	SO3A1_HUMAN
2726	g16373.t2	SO3A1_HUMAN
2727	g16374.t1	XYLT1_PANTR
2728	g16374.t2	XYLT1_PANTR
2729	g16377.t1	ADPRM_XENTR
2730	g16377.t2	ADPRM_XENTR
2731	g16379.t1	B3GNL_RAT
2732	g16380.t1	PP1R7_RAT
2733	g16381.t1	FBP1_STRPU
2734	g16381.t1	FBP1_STRPU
2735	g16381.t1	FBP1_STRPU
2736	g16381.t1	FBP1_STRPU
2737	g16381.t1	FBP1_STRPU
2738	g16381.t1	FBP1_STRPU
2739	g16381.t1	FBP1_STRPU
2740	g16381.t1	FBP1_STRPU
2741	g16381.t1	FBP1_STRPU
2742	g16382.t1	VP35L_MOUSE
2743	g16386.t1	DIC_HUMAN
2744	g16397.t1	DNM3A_CHICK
2745	g16400.t1	PPIG_XENTR
2746	g16401.t1	CENPP_DANRE
2747	g16403.t1	SOX10_XENLA
2748	g16404.t1	S39AB_RAT
2749	g16405.t1	LST8_DANRE
2750	g16406.t1	IFT27_MOUSE
2751	g16407.t1	NEUA_PONAB
2752	g16408.t1	DECR2_DANRE
2753	g16409.t1	CEP72_MOUSE
2754	g16413.t1	SPSB3_HUMAN
2755	g16414.t1	FXRD2_HUMAN
2756	g16417.t1	F227A_HUMAN
2757	g16417.t2	F227A_HUMAN
2758	g16418.t1	IF140_HUMAN
2759	g16419.t1	IF140_MOUSE
2760	g16419.t1	IF140_MOUSE
2761	g16420.t1	IF140_MOUSE
2762	g16420.t2	IF140_MOUSE
2763	g16421.t1	IF140_MOUSE
2764	g16422.t1	CBY1_BOVIN
2765	g16424.t1	RS15A_STRPU
2766	g16427.t1	CP089_DANRE
2767	g16427.t1	CP089_DANRE
2768	g16429.t1	HEAT9_HUMAN
2769	g16430.t1	AEBP1_HUMAN
2770	g16430.t2	AEBP1_RAT
2771	g16432.t1	MFGM_MOUSE
2772	g16434.t1	AGRG4_MOUSE
2773	g16434.t2	HYAL_STRPU
2774	g16434.t2	HYAL_STRPU
2775	g16434.t2	HYAL_STRPU
2776	g16434.t2	HYAL_STRPU
2777	g16436.t1	CPPED_BOVIN
2778	g16437.t2	AGRG2_RAT
2779	g16437.t3	AGRG2_RAT
2780	g16438.t1	AGRG2_RAT
2781	g16439.t1	AGRG2_RAT
2782	g16443.t1	AGRG2_RAT
2783	g16445.t1	SNED1_HUMAN
2784	g16447.t1	AGRG4_MOUSE
2785	g16448.t1	SNED1_HUMAN
2786	g16450.t1	ENTK_PIG
2787	g16451.t1	FBP1_STRPU
2788	g16451.t2	FBP1_STRPU
2789	g16452.t1	NOTCH_DROME
2790	g16452.t1	NOTCH_DROME
2791	g16452.t1	NOTCH_DROME
2792	g16452.t1	NOTCH_DROME
2793	g16452.t1	NOTCH_DROME
2794	g16452.t1	NOTCH_DROME
2795	g16452.t1	NOTCH_DROME
2796	g16452.t1	NOTCH_DROME
2797	g16452.t1	NOTCH_DROME
2798	g16453.t1	CP1A1_LIMLI
2799	g16453.t2	CP1A1_LIMLI
2800	g16454.t1	CP1A1_LIMLI
2801	g16457.t1	ECI1_RAT
2802	g16459.t1	ECI1_MOUSE
2803	g16460.t1	ECI1_MOUSE
2804	g16462.t1	WDR90_XENTR
2805	g16462.t1	WDR90_XENTR
2806	g16462.t2	WDR90_XENTR
2807	g16462.t2	WDR90_XENTR
2808	g16463.t1	WDR90_XENTR
2809	g16469.t1	GRB2_RAT
2810	g16470.t1	GRB2_MOUSE
2811	g16471.t1	BTAF1_HUMAN
2812	g16473.t1	TMM94_HUMAN
2813	g16474.t1	RT07_DANRE
2814	g16475.t1	KC1E_MOUSE
2815	g16475.t2	KC1E_CHICK
2816	g16479.t1	AQP8_MOUSE
2817	g16480.t1	ERCC6_HUMAN
2818	g16482.t1	RL38_LYSTE
2819	g16483.t1	OCTB2_CHISP
2820	g16485.t1	KITH_CHICK
2821	g16488.t1	BIRC5_MOUSE
2822	g16491.t1	CRB3_RAT
2823	g16492.t1	CRB3_RAT
2824	g16495.t1	SUZ12_XENTR
2825	g16496.t1	MET22_HUMAN
2826	g16497.t1	IFT56_MOUSE
2827	g16497.t2	IFT56_MOUSE
2828	g16500.t1	FLCN_HUMAN
2829	g16509.t1	PK1L2_HUMAN
2830	g16509.t1	PK1L2_HUMAN
2831	g16510.t1	ECHM_RAT
2832	g16511.t1	WIPI3_PONAB
2833	g16512.t1	WIPI3_CHICK
2834	g16513.t1	CHIT1_HUMAN
2835	g16519.t1	CHIT1_HUMAN
2836	g16521.t1	HYAL_LYTVA
2837	g16521.t1	HYAL_LYTVA
2838	g16521.t1	HYAL_LYTVA
2839	g16521.t1	HYAL_LYTVA
2840	g16522.t1	AGRG6_DANRE
2841	g16526.t1	HYAL_STRPU
2842	g16526.t1	HYAL_STRPU
2843	g16526.t1	HYAL_STRPU
2844	g16526.t1	HYAL_STRPU
2845	g16526.t1	HYAL_STRPU
2846	g16526.t1	HYAL_STRPU
2847	g16526.t2	HYAL_STRPU
2848	g16526.t2	HYAL_STRPU
2849	g16526.t2	HYAL_STRPU
2850	g16526.t2	HYAL_STRPU
2851	g16526.t2	HYAL_STRPU
2852	g16526.t2	HYAL_STRPU
2853	g16528.t1	SRSF2_PANTR
2854	g16529.t1	MRP1_CHICK
2855	g16530.t1	MRP3_HUMAN
2856	g16533.t1	ZNF71_HUMAN
2857	g16533.t1	ZNF71_HUMAN
2858	g16534.t1	ZN208_HUMAN
2859	g16534.t1	ZN208_HUMAN
2860	g16534.t1	ZN208_HUMAN
2861	g16536.t1	MRP1_CHICK
2862	g16537.t1	UBFD1_HUMAN
2863	g16537.t2	UBFD1_HUMAN
2864	g16538.t1	THUM1_BOVIN
2865	g16540.t1	STRC_HUMAN
2866	g16543.t1	POL5_DROME
2867	g16544.t1	ACM3_CAEEL
2868	g16547.t1	CLCN7_RAT
2869	g16548.t1	CDR2_HUMAN
2870	g16551.t1	PGBD4_HUMAN
2871	g16556.t1	FLII_HUMAN
2872	g16557.t1	DPH7_HUMAN
2873	g16564.t1	ZDHC4_DANRE
2874	g16566.t1	ADPRH_HUMAN
2875	g16567.t1	ADPRH_HUMAN
2876	g16569.t1	THIOM_BOVIN
2877	g16570.t1	RS2_ICTPU
2878	g16571.t1	HID1_HUMAN
2879	g16571.t2	HID1_HUMAN
2880	g16572.t1	CP131_DANRE
2881	g16574.t1	CNOT3_MOUSE
2882	g16574.t1	CNOT3_MOUSE
2883	g16574.t2	CNOT3_MOUSE
2884	g16574.t2	CNOT3_MOUSE
2885	g16574.t3	CNOT3_MOUSE
2886	g16574.t3	CNOT3_MOUSE
2887	g16574.t4	CNOT3_MOUSE
2888	g16574.t4	CNOT3_MOUSE
2889	g16575.t1	NTCP2_CRIGR
2890	g16577.t1	PLB_DRYCN
2891	g16580.t1	MCAF1_CHICK
2892	g16584.t1	ESPN_HUMAN
2893	g16585.t1	H2B7_CHICK
2894	g16586.t1	RHBL3_MOUSE
2895	g16586.t2	RHBL3_HUMAN
2896	g16592.t1	UNC4_CAEEL
2897	g16594.t1	UNC4_MOUSE
2898	g16597.t1	PUR8_CHICK
2899	g16598.t1	COPDA_ARATH
2900	g16601.t1	EXOC7_DANRE
2901	g16601.t2	EXOC7_DANRE
2902	g16602.t1	GNA13_HUMAN
2903	g16603.t1	ATPF2_BOVIN
2904	g16604.t1	GID4_MOUSE
2905	g16608.t1	PMM_CAEEL
2906	g16609.t1	CSDC2_RAT
2907	g16611.t1	SSR4_RAT
2908	g16612.t1	CHIP_CHICK
2909	g16613.t1	YWRD_BACSU
2910	g16614.t1	FXL16_RAT
2911	g16620.t1	RPC8_HUMAN
2912	g16625.t1	UNK_HUMAN
2913	g16625.t1	UNK_HUMAN
2914	g16625.t2	UNK_HUMAN
2915	g16625.t2	UNK_HUMAN
2916	g16625.t3	UNK_HUMAN
2917	g16625.t3	UNK_HUMAN
2918	g16626.t1	TRAF6_RAT
2919	g16629.t1	TOP3A_HUMAN
2920	g16629.t2	TOP3A_HUMAN
2921	g16630.t1	TMF1_MOUSE
2922	g16631.t1	ATP5H_BOVIN
2923	g16632.t1	UBE2S_BRAFL
2924	g16633.t1	MRTFB_HUMAN
2925	g16635.t1	DCNL3_PONAB
2926	g16636.t1	TEKT4_BOVIN
2927	g16637.t1	NDUBA_MOUSE
2928	g16638.t1	RL3_MOUSE
2929	g16639.t1	RL3_MOUSE
2930	g16641.t1	THO4A_XENLA
2931	g16642.t1	GDIR1_MACFA
2932	g16644.t1	GDIR2_BOVIN
2933	g16645.t1	PDI2_CAEEL
2934	g16648.t1	ACT5C_ANOGA
2935	g16649.t1	MARF1_XENTR
2936	g16649.t1	MARF1_XENTR
2937	g16649.t2	MARF1_XENTR
2938	g16649.t2	MARF1_XENTR
2939	g16651.t1	NDL1A_DANRE
2940	g16653.t1	LYAG_RAT
2941	g16653.t2	LYAG_MOUSE
2942	g16653.t3	LYAG_MOUSE
2943	g16653.t4	LYAG_MOUSE
2944	g16655.t1	DDX17_MOUSE
2945	g16655.t2	DDX17_MOUSE
2946	g16655.t3	DDX17_MOUSE
2947	g16660.t1	ALG1_PONAB
2948	g16661.t1	LTOR2_MOUSE
2949	g16666.t1	PGBD4_HUMAN
2950	g16669.t1	ACON_BOVIN
2951	g16671.t1	PEF1_MOUSE
2952	g16672.t1	RHES_HUMAN
2953	g16673.t1	YD023_HUMAN
2954	g16673.t1	YD023_HUMAN
2955	g16673.t1	YD023_HUMAN
2956	g16673.t1	YD023_HUMAN
2957	g16673.t1	YD023_HUMAN
2958	g16673.t1	YD023_HUMAN
2959	g16673.t1	YD023_HUMAN
2960	g16673.t1	YD023_HUMAN
2961	g16673.t1	YD023_HUMAN
2962	g16673.t1	YD023_HUMAN
2963	g16673.t1	YD023_HUMAN
2964	g16673.t1	YD023_HUMAN
2965	g16673.t1	YD023_HUMAN
2966	g16674.t1	CE112_HUMAN
2967	g16675.t1	CE112_MOUSE
2968	g16676.t1	RHG17_MOUSE
2969	g16676.t2	RHG17_HUMAN
2970	g16677.t1	OGFD3_XENTR
2971	g16685.t1	NOTC1_XENTR
2972	g16685.t1	NOTC1_XENTR
2973	g16685.t1	NOTC1_XENTR
2974	g16685.t1	NOTC1_XENTR
2975	g16685.t1	NOTC1_XENTR
2976	g16685.t1	NOTC1_XENTR
2977	g16685.t1	NOTC1_XENTR
2978	g16685.t1	NOTC1_XENTR
2979	g16685.t1	NOTC1_XENTR
2980	g16685.t1	NOTC1_XENTR
2981	g16685.t1	NOTC1_XENTR
2982	g16685.t1	NOTC1_XENTR
2983	g16685.t1	NOTC1_XENTR
2984	g16688.t1	DIMM_DROME
2985	g16690.t1	RRP7A_HUMAN
2986	g16691.t1	INT15_HUMAN
2987	g16692.t1	MMP16_RAT
2988	g16693.t1	GLIP1_MOUSE
2989	g16694.t1	GPRL1_HUMAN
2990	g16695.t1	MMP13_BOVIN
2991	g16696.t1	MMP13_BOVIN
2992	g16699.t1	MMP1_RABIT
2993	g16700.t1	MMP24_MOUSE
2994	g16705.t1	DUS1L_HUMAN
2995	g16712.t1	S38AA_MOUSE
2996	g16713.t1	S38AA_PONAB
2997	g16713.t2	S38AA_HUMAN
2998	g16717.t1	TXD11_BOVIN
2999	g16722.t1	MTR1A_CHICK
3000	g16723.t1	LC7L3_PONAB
3001	g16724.t1	CRYM_MOUSE
3002	g16728.t1	NPL4_MOUSE
3003	g16728.t1	NPL4_MOUSE
3004	g16729.t1	NPL4_DROME
3005	g16746.t1	5HT4R_MOUSE
3006	g16749.t1	TCPR1_HUMAN
3007	g16749.t1	TCPR1_HUMAN
3008	g16749.t1	TCPR1_HUMAN
3009	g16749.t1	TCPR1_HUMAN
3010	g16749.t2	TCPR1_HUMAN
3011	g16749.t2	TCPR1_HUMAN
3012	g16749.t2	TCPR1_HUMAN
3013	g16749.t2	TCPR1_HUMAN
3014	g16750.t1	TRAF7_MOUSE
3015	g16753.t1	AOFA_DICDI
3016	g16754.t1	AR6P1_PONAB
3017	g16756.t1	CCZ1_NEMVE
3018	g16758.t1	AOFA_DICDI
3019	g16760.t1	RPC5_HUMAN
3020	g16761.t1	ICT1_HUMAN
3021	g16762.t1	CCD57_HUMAN
3022	g16763.t1	MGT5A_CRIGR
3023	g16764.t1	MGT5A_CRIGR
3024	g16767.t1	AP5Z1_HUMAN
3025	g16768.t1	DYI3_HELCR
3026	g16772.t1	SO74D_DROME
3027	g16773.t1	SO2A1_HUMAN
3028	g16775.t1	ADAP1_HUMAN
3029	g16777.t1	NAT9_NEMVE
3030	g16778.t1	SYYM_DROME
3031	g16779.t1	CCD40_HUMAN
3032	g16780.t1	TBC16_HUMAN
3033	g16781.t1	DHRS7_DROME
3034	g16782.t1	UBP22_DANRE
3035	g16783.t1	UBE2O_HUMAN
3036	g16784.t1	UBE2O_MOUSE
3037	g16784.t1	UBE2O_MOUSE
3038	g16785.t1	XPO6_MOUSE
3039	g16786.t1	MEII1_MOUSE
3040	g16787.t1	MYS_ARGIR
3041	g16787.t2	MYH16_CANLF
3042	g16787.t2	MYH16_CANLF
3043	g16791.t1	HS3SB_MOUSE
3044	g16793.t1	EPN2_MOUSE
3045	g16798.t1	SO2A1_MOUSE
3046	g16799.t1	EIF3D_BOVIN
3047	g16802.t1	CEP95_HUMAN
3048	g16806.t1	WBP11_MOUSE
3049	g16808.t1	FXJ1B_DANRE
3050	g16809.t1	CADN_ACRMI
3051	g16809.t1	CADN_ACRMI
3052	g16809.t1	CADN_ACRMI
3053	g16810.t1	SPHM_HUMAN
3054	g16810.t2	SPHM_HUMAN
3055	g16810.t3	SPHM_HUMAN
3056	g16814.t1	AP4AT_MOUSE
3057	g16816.t1	SMG1_HUMAN
3058	g16817.t1	SMG1_MOUSE
3059	g16821.t1	PCY2_HUMAN
3060	g16824.t1	RPTOR_HUMAN
3061	g16825.t1	RPTOR_MOUSE
3062	g16826.t1	MRM2_HUMAN
3063	g16828.t1	CENPM_CHICK
3064	g16848.t1	FCN3_HUMAN
3065	g16850.t1	PLPL9_MOUSE
3066	g16861.t1	LMF1_BOVIN
3067	g16865.t1	ENASE_DANRE
3068	g16867.t1	MP2K6_MOUSE
3069	g16868.t1	TTYH3_XENLA
3070	g16874.t1	SGSM3_XENLA
3071	g16879.t1	COX19_HUMAN
3072	g16880.t1	TEFM_RAT
3073	g16881.t1	S14L1_MOUSE
3074	g16882.t1	DGLB_HUMAN
3075	g16883.t1	LSM11_XENLA
3076	g16883.t2	LSM11_XENLA
3077	g16884.t1	CC166_HUMAN
3078	g16885.t1	APN1_CAEEL
3079	g16887.t1	UBP1_MOUSE
3080	g16888.t1	UBP1_MOUSE
3081	g16889.t1	IT70A_XENTR
3082	g16891.t1	GGA1_HUMAN
3083	g16891.t1	GGA1_HUMAN
3084	g16898.t1	TSC2_HUMAN
3085	g16911.t1	TSC2_RAT
3086	g16912.t1	PICK1_PONAB
3087	g16912.t2	PICK1_PONAB
3088	g16912.t3	PICK1_PONAB
3089	g16913.t1	KMO_HUMAN
3090	g16923.t1	ERBIN_HUMAN
3091	g16923.t1	ERBIN_HUMAN
3092	g16924.t1	SING_DROME
3093	g16925.t1	CTF18_XENLA
3094	g16927.t1	RUSD1_DANRE
3095	g16928.t1	GGH_RAT
3096	g16930.t1	ABCA5_MOUSE
3097	g16930.t1	ABCA5_MOUSE
3098	g16930.t1	ABCA5_MOUSE
3099	g16930.t1	ABCA5_MOUSE
3100	g16931.t1	RASD1_HUMAN
3101	g16934.t1	RL10_DROME
3102	g16935.t1	DHRSX_HUMAN
3103	g16936.t1	AL1A1_CHICK
3104	g16937.t1	AL1B1_RAT
3105	g16938.t1	AL1A1_CHICK
3106	g16942.t1	KCNJ6_RAT
3107	g16943.t1	KCNJ4_MOUSE
3108	g16944.t1	KCJ12_CHICK
3109	g16945.t1	KCJ12_BOVIN
3110	g16946.t1	HELQ_HUMAN
3111	g16947.t1	LC7L2_HUMAN
3112	g16948.t1	CYGB1_ORYLA
3113	g16948.t2	CYGB1_ORYLA
3114	g16949.t1	JOS2_HUMAN
3115	g16950.t1	GABT_PIG
3116	g16951.t1	GABT_HUMAN
3117	g16952.t1	GABT_PIG
3118	g16954.t1	TNR6C_MOUSE
3119	g16957.t1	PSD10_HUMAN
3120	g16958.t1	CNPY4_MOUSE
3121	g16959.t1	I23O2_HUMAN
3122	g16960.t1	MAFG_CHICK
3123	g16961.t1	MON1A_MOUSE
3124	g16962.t1	TTL12_HUMAN
3125	g16964.t1	NJMU_HUMAN
3126	g16965.t1	MEIOB_RAT
3127	g16966.t1	MEIOB_RAT
3128	g16967.t1	HSP74_PARLI
3129	g16967.t2	HSP74_PARLI
3130	g16971.t1	PHF5A_RAT
3131	g16972.t1	ST1E1_BOVIN
3132	g16973.t1	ST1B1_CANLF
3133	g16974.t1	PRP31_DANRE
3134	g16975.t1	PGAP1_HUMAN
3135	g16975.t2	PGAP1_HUMAN
3136	g16978.t1	VNN1_HUMAN
3137	g16979.t1	HGS_MOUSE
3138	g16979.t2	HGS_MOUSE
3139	g16979.t3	HGS_MOUSE
3140	g16980.t1	ARL16_HUMAN
3141	g16982.t1	S2611_CAVPO
3142	g16983.t1	SEN54_HUMAN
3143	g16988.t1	KATIP_HUMAN
3144	g16989.t1	CX6B1_CARSF
3145	g16990.t1	KIF19_XENLA
3146	g16991.t1	USH1G_HUMAN
3147	g16997.t1	MYH10_MOUSE
3148	g17001.t1	DHX34_MOUSE
3149	g17003.t1	DRG2_HUMAN
3150	g17004.t1	TMM11_DANRE
3151	g17005.t1	DRC3_MOUSE
3152	g17006.t1	DRC3_MOUSE
3153	g17008.t1	STXA_SYNVE
3154	g17010.t1	GNA13_HUMAN
3155	g17015.t1	CHMP6_CHICK
3156	g17016.t1	GNPTG_BOVIN
3157	g17017.t1	SIA8B_HUMAN
3158	g17018.t1	SIA8B_PANTR
3159	g17020.t1	OCTB2_CHISP
3160	g17021.t1	OCTB2_CHISP
3161	g17022.t1	MEC2_CAEEL
3162	g17023.t1	GLYC_RABIT
3163	g17024.t1	EIF3B_RAT
3164	g17025.t1	MEC2_CAEEL
3165	g17027.t1	MEC2_CAEEL
3166	g17028.t1	MEC2_CAEEL
3167	g17029.t1	STO4_CAEEL
3168	g17030.t1	MEC2_CAEEL
3169	g17031.t1	OCTB2_CHISP
3170	g17033.t1	CPSF4_HUMAN
3171	g17034.t1	RPP21_HUMAN
3172	g17035.t1	COX10_MOUSE
3173	g17036.t1	FBP3_STRPU
3174	g17036.t1	FBP3_STRPU
3175	g17037.t1	FBP1_STRPU
3176	g17037.t1	FBP1_STRPU
3177	g17037.t1	FBP1_STRPU
3178	g17037.t1	FBP1_STRPU
3179	g17037.t1	FBP1_STRPU
3180	g17037.t1	FBP1_STRPU
3181	g17037.t1	FBP1_STRPU
3182	g17038.t1	FBP1_STRPU
3183	g17038.t1	FBP1_STRPU
3184	g17038.t1	FBP1_STRPU
3185	g17038.t1	FBP1_STRPU
3186	g17038.t1	FBP1_STRPU
3187	g17038.t1	FBP1_STRPU
3188	g17038.t1	FBP1_STRPU
3189	g17038.t1	FBP1_STRPU
3190	g17038.t1	FBP1_STRPU
3191	g17045.t1	NUBP1_NEMVE
3192	g17053.t1	NUBP1_DANRE
3193	g17058.t1	PK1L2_MOUSE
3194	g17060.t1	PK2L1_MOUSE
3195	g17061.t1	PK1L2_MOUSE
3196	g17061.t1	PK1L2_MOUSE
3197	g17066.t1	TEKT3_BOVIN
3198	g17067.t1	ERR3_PONAB
3199	g17068.t1	ERR3_PONAB
3200	g17069.t1	ERR1_CANLF
3201	g17071.t1	RN157_XENLA
3202	g17072.t1	UBAD1_HUMAN
3203	g17076.t1	ZN207_XENLA
3204	g17078.t1	ABCA3_RAT
3205	g17080.t1	HEXD_MOUSE
3206	g17081.t1	HEXD_MOUSE
3207	g17083.t1	EIF3L_DANRE
3208	g17084.t1	ETFA_MACFA
3209	g17086.t1	ALR_MOUSE
3210	g17087.t1	PMS2_CHICK
3211	g17087.t1	PMS2_CHICK
3212	g17090.t1	ASPC1_HUMAN
3213	g17090.t1	ASPC1_HUMAN
3214	g17091.t1	ABCA3_HUMAN
3215	g17091.t1	ABCA3_HUMAN
3216	g17092.t1	ST1C2_HUMAN
3217	g17094.t1	ST1C2_RAT
3218	g17095.t1	ST1C4_HUMAN
3219	g17096.t1	ST1C2_HUMAN
3220	g17097.t1	ST1C2_HUMAN
3221	g17097.t2	ST1C2_HUMAN
3222	g17098.t1	ST1E1_BOVIN
3223	g17099.t1	ST1E1_BOVIN
3224	g17100.t1	PARN_HUMAN
3225	g17108.t1	CBX8_MOUSE
3226	g17109.t1	PK1L2_MOUSE
3227	g17109.t1	PK1L2_MOUSE
3228	g17111.t1	BFAR_HUMAN
3229	g17112.t1	MBOA7_XENLA
3230	g17113.t1	MBOA7_XENLA
3231	g17121.t1	FMNL2_MOUSE
3232	g17126.t1	MGP4_ARATH
3233	g17127.t1	RISC_MOUSE
3234	g17129.t1	STX8_HUMAN
3235	g17130.t1	NET1_CHICK
3236	g17130.t2	NET1_CHICK
3237	g17132.t1	GC76C_DROME
3238	g17134.t1	GCY3E_DROME
3239	g17136.t1	ADRO_SALFO
3240	g17138.t1	POL3_DROME
3241	g17138.t2	POL3_DROME
3242	g17141.t1	B9D1_XENLA
3243	g17145.t1	PDPK1_MOUSE
3244	g17145.t2	PDPK1_MOUSE
3245	g17146.t1	KCTD5_BOVIN
3246	g17147.t1	UCP4_MOUSE
3247	g17148.t1	TBL3_HUMAN
3248	g17152.t1	PZRN3_HUMAN
3249	g17153.t1	PZRN3_HUMAN
3250	g17159.t1	ATAD5_HUMAN
3251	g17161.t1	NUBP2_NEMVE
3252	g17164.t1	B4GT6_HUMAN
3253	g17166.t1	RAB26_BOVIN
3254	g17167.t1	CP52A_XENLA
3255	g17168.t1	ARC1A_RAT
3256	g17169.t1	THTM_HUMAN
3257	g17170.t1	THTM_RAT
3258	g17171.t1	H2B_MARGL
3259	g17172.t1	H2A_ASTRU
3260	g17173.t1	H3_STRDR
3261	g17174.t1	H4_STRPU
3262	g17175.t1	PITC1_XENTR
3263	g17176.t1	ATG12_HUMAN
3264	g17177.t1	CFA52_BOVIN
3265	g17180.t1	FKB12_VICFA
3266	g17184.t1	DHX40_PONAB
3267	g17185.t1	LENG9_MOUSE
3268	g17186.t1	ADA1A_ORYLA
3269	g17187.t1	PM34_HUMAN
3270	g17188.t1	STK19_MOUSE
3271	g17190.t1	YRD6_CAEEL
3272	g17191.t1	DXO_MOUSE
3273	g17192.t1	GPAN1_DROME
3274	g17193.t1	TEX47_MOUSE
3275	g17197.t1	PTCD1_HUMAN
3276	g17198.t1	GNAO_GEOCY
3277	g17202.t1	KAPR_APLCA
3278	g17203.t1	LENG8_MOUSE
3279	g17206.t1	GRB2_MOUSE
3280	g17207.t1	MILK2_RAT
3281	g17208.t1	NUDC3_PONAB
3282	g17209.t1	RNZ2_MACFA
3283	g17210.t1	BPTF_HUMAN
3284	g17215.t1	BPTF_HUMAN
3285	g17217.t1	BPTF_HUMAN
3286	g17218.t1	AIMP2_CRIGR
3287	g17221.t1	ZN782_HUMAN
3288	g17221.t1	ZN782_HUMAN
3289	g17221.t1	ZN782_HUMAN
3290	g17221.t1	ZN782_HUMAN
3291	g17221.t1	ZN782_HUMAN
3292	g17221.t1	ZN782_HUMAN
3293	g17221.t1	ZN782_HUMAN
3294	g17222.t1	KPRA_MOUSE
3295	g17223.t1	KPRB_CHICK
3296	g17223.t1	KPRB_CHICK
3297	g17224.t1	NTH_CHICK
3298	g17225.t1	SDK1_HUMAN
3299	g17225.t1	SDK1_HUMAN
3300	g17225.t1	SDK1_HUMAN
3301	g17225.t1	SDK1_HUMAN
3302	g17225.t1	SDK1_HUMAN
3303	g17225.t1	SDK1_HUMAN
3304	g17225.t2	SDK1_HUMAN
3305	g17225.t2	SDK1_HUMAN
3306	g17225.t2	SDK1_HUMAN
3307	g17225.t2	SDK1_HUMAN
3308	g17225.t2	SDK1_HUMAN
3309	g17225.t2	SDK1_HUMAN
3310	g17227.t1	COX11_MOUSE
3311	g17228.t1	RBBP6_MOUSE
3312	g17230.t1	HELZ_HUMAN
3313	g17231.t1	HELZ_DANRE
3314	g17237.t1	ISPE_STUS1
3315	g17239.t1	DYHC_TRIGR
3316	g17240.t1	DYHC_HELCR
