geneID	geneName
g2599.t1	VP9D1_MOUSE
g2600.t1	CEP89_MOUSE
g2602.t1	DTBP1_HUMAN
g2606.t1	FOXQ1_RAT
g2610.t1	GMDS_MOUSE
g2612.t1	FOXL1_HUMAN
g2616.t1	FXC2B_XENLA
g2621.t1	FXF1B_XENLA
g2622.t1	PK1L2_MOUSE
g2623.t1	SUREJ_STRPU
g2627.t1	FOXQ1_RAT
g2628.t1	AGT2_MOUSE
g2629.t1	AGT2_BOVIN
g2630.t1	OSGEP_NEMVE
g2632.t1	CGT_HUMAN
g2632.t2	CGT_HUMAN
g2642.t1	ZFP26_MOUSE
g2642.t1	ZFP26_MOUSE
g2642.t1	ZFP26_MOUSE
g2642.t1	ZFP26_MOUSE
g2642.t1	ZFP26_MOUSE
g2642.t1	ZFP26_MOUSE
g2642.t1	ZFP26_MOUSE
g2642.t1	ZFP26_MOUSE
g2643.t1	ZN521_HUMAN
g2645.t1	ZN782_HUMAN
g2645.t1	ZN782_HUMAN
g2645.t1	ZN782_HUMAN
g2645.t1	ZN782_HUMAN
g2646.t1	ZN423_HUMAN
g2648.t1	SC5D_HUMAN
g2649.t1	SAHHB_XENLA
g2650.t1	VA0D1_DROME
g2651.t1	RBM39_PONAB
g2651.t1	RBM39_PONAB
g2653.t1	SC5D_HUMAN
g2655.t1	SPIR1_HUMAN
g2656.t1	STX16_HUMAN
g2657.t1	PPIB_BOVIN
g2658.t1	CNO10_CHICK
g2659.t1	GFOD2_MOUSE
g2660.t1	IMPCT_XENLA
g2661.t1	DC1L2_MACFA
g2662.t1	SHCBP_HUMAN
g2663.t1	XDH_CHICK
g2664.t1	FCSK_HUMAN
g2665.t1	CENNA_XENLA
g2671.t1	HAUS4_MOUSE
g2672.t1	CNBD1_HUMAN
g2673.t1	CNGB1_BOVIN
g2673.t2	CNGB1_BOVIN
g2675.t1	PGDH_MACFA
g2678.t1	SPIDR_HUMAN
g2680.t1	BPHL_HUMAN
g2681.t1	BBS10_MOUSE
g2683.t1	SIA4B_RAT
g2684.t1	TPC2L_SALSA
g2685.t1	PABP2_BOVIN
g2687.t1	PSMD7_HUMAN
g2688.t1	CADN_DROME
g2688.t1	CADN_DROME
g2689.t1	EDC4_DANRE
g2689.t1	EDC4_DANRE
g2689.t2	EDC4_DANRE
g2689.t2	EDC4_DANRE
g2694.t1	BPHL_HUMAN
g2695.t1	TONSL_BOVIN
g2696.t1	TONSL_RAT
g2697.t1	TONSL_DANRE
g2698.t1	RUSD2_HUMAN
g2701.t1	PSMG4_HUMAN
g2703.t1	TBB4B_MESAU
g2705.t1	TBB_PARLI
g2706.t1	TBB_PARLI
g2707.t1	TBB_LYMST
g2708.t1	TBB_PARLI
g2709.t1	TBB_PARLI
g2710.t1	TBB_PARLI
g2711.t1	TBB_PARLI
g2712.t1	TBB_PARLI
g2713.t1	DEFI8_RAT
g2713.t2	DEFI8_RAT
g2713.t3	DEFI8_RAT
g2714.t1	CE022_DANRE
g2715.t1	CE022_XENTR
g2716.t1	ANM5_PONAB
g2717.t1	VAT1L_HUMAN
g2718.t1	PMGT2_TETNG
g2720.t1	RBL2_HUMAN
g2721.t1	RBL1_RAT
g2723.t1	GSHB_XENLA
g2727.t1	NSMA2_RAT
g2727.t1	NSMA2_RAT
g2727.t2	NSMA2_RAT
g2728.t1	UB10B_XENLA
g2729.t1	UBP10_CHICK
g2729.t1	UBP10_CHICK
g2730.t1	UB10A_XENLA
g2731.t1	EXOC2_HUMAN
g2731.t2	EXOC2_HUMAN
g2731.t3	EXOC2_RAT
g2733.t1	HMCN1_MOUSE
g2733.t1	HMCN1_MOUSE
g2736.t1	PEPD_RAT
g2737.t1	AOFB_PIG
g2739.t1	BCAR1_HUMAN
g2740.t1	ANGP2_CANLF
g2742.t1	SMIP8_HUMAN
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2744.t1	PSGP_ONCMY
g2750.t1	WDR97_HUMAN
g2750.t2	WDR97_HUMAN
g2750.t3	WDR97_HUMAN
g2751.t1	P20D2_XENTR
g2752.t1	PIGT_MOUSE
g2753.t1	PIGT_MOUSE
g2757.t1	JARD2_CHICK
g2757.t1	JARD2_CHICK
g2758.t1	SP16H_XENLA
g2759.t1	PDRG1_RAT
g2760.t1	TTLL9_BOVIN
g2760.t2	TTLL9_BOVIN
g2761.t1	COX41_HUMAN
g2763.t1	CBAR1_DANRE
g2764.t1	RBM12_HUMAN
g2765.t1	GCP2_MOUSE
g2766.t1	GCP2_MOUSE
g2768.t1	KLH25_XENLA
g2773.t1	CTU2_DANRE
g2774.t1	NTPES_BACSU
g2777.t1	SYS1_BOVIN
g2780.t1	ALAT2_XENLA
g2781.t1	CE087_XENLA
g2782.t1	KLH20_CHICK
g2784.t1	LAT1_RABIT
g2788.t1	XCT_MOUSE
g2789.t1	XCT_MOUSE
g2790.t1	RSMB_NOTEU
g2791.t1	NELFD_PIG
g2792.t1	C27C1_DANRE
g2793.t1	CYB5_MOUSE
g2794.t1	ATTY_MOUSE
g2802.t1	FITM2_DANRE
g2803.t1	GDAP1_HUMAN
g2804.t1	PRPK_HUMAN
g2805.t1	DHRS4_RABIT
g2806.t1	KITM_MACFA
g2807.t1	KITM_MACFA
g2808.t1	KITM_MACFA
g2809.t1	CHM4B_XENLA
g2811.t1	CATZ_BOVIN
g2812.t1	MSRA_DROME
g2813.t1	GCSH_CHICK
g2814.t1	MYLIA_DANRE
g2815.t1	AFG32_BOVIN
g2816.t1	AFG32_BOVIN
g2818.t1	UB2Q2_BOVIN
g2819.t1	FBX31_MOUSE
g2820.t1	ESRP1_RAT
g2820.t2	ESRP1_RAT
g2822.t1	HEAT3_MOUSE
g2823.t1	PEAMT_SPIOL
g2824.t1	AQP4_RAT
g2825.t1	FTO_XENLA
g2826.t1	FTO_RAT
g2827.t1	FTM_HUMAN
g2828.t1	LRCC1_XENLA
g2828.t1	LRCC1_XENLA
g2831.t1	LRCC1_XENLA
g2831.t2	LRCC1_XENLA
g2834.t1	GLRA2_DANRE
g2836.t1	RPP29_RAT
g2837.t1	ADCY2_MOUSE
g2838.t1	ADCY2_HUMAN
g2838.t2	ADCY2_HUMAN
g2839.t1	ZFAN1_MOUSE
g2840.t1	PSMG2_DANRE
g2841.t1	PCKGM_HUMAN
g2842.t1	PCKGC_PIG
g2843.t1	PTN1_CHICK
g2843.t2	PTN1_CHICK
g2845.t1	FP1V1_PERVI
g2845.t1	FP1V1_PERVI
g2846.t1	K0513_MOUSE
g2846.t1	K0513_MOUSE
g2847.t1	TM143_BOVIN
g2848.t1	ATMIN_MOUSE
g2850.t1	DNJA2_MOUSE
g2851.t1	TP4AP_MOUSE
g2852.t1	CARL1_HUMAN
g2852.t2	CARL1_HUMAN
g2864.t1	NGDN_MOUSE
g2864.t2	NGDN_BOVIN
g2865.t1	EMC4_SALSA
g2866.t1	RPP40_MOUSE
g2867.t1	GNAO_CAEEL
g2868.t1	GNAO_XENLA
g2869.t1	AJUBA_DROME
g2869.t2	AJUBA_DROME
g2870.t1	PDCD6_MOUSE
g2872.t1	MTG8_HUMAN
g2872.t2	MTG8_HUMAN
g2876.t1	ADA_CHICK
g2879.t1	ATP9B_BOVIN
g2879.t2	ATP9B_DANRE
g2880.t1	CHST3_CHICK
g2881.t1	LONP2_DANRE
g2881.t2	LONP2_DANRE
g2883.t1	FA2H_RAT
g2885.t1	DRC4_HUMAN
g2886.t1	PI16_HUMAN
g2887.t1	RTTN_MOUSE
g2887.t1	RTTN_MOUSE
g2888.t1	DOK6_HUMAN
g2890.t1	ZNRF2_DANRE
g2891.t1	RAA2A_ARATH
g2893.t1	NDUS3_GORGO
g2893.t2	NDUS3_GORGO
g2894.t1	CDK10_MOUSE
g2897.t1	FORH_DICDI
g2909.t1	CLCD_DICDI
g2910.t1	PGBD4_HUMAN
g2913.t1	VAPB_RAT
g2914.t1	WWOX_CHICK
g2914.t2	WWOX_CHICK
g2916.t1	ATS16_HUMAN
g2916.t2	ATS18_HUMAN
g2917.t1	RECQ4_MOUSE
g2917.t1	RECQ4_MOUSE
g2917.t2	RECQ4_MOUSE
g2918.t1	NUDC1_MOUSE
g2920.t1	BROMI_DANRE
g2921.t1	BROMI_DANRE
g2925.t1	EXOS7_MOUSE
g2926.t1	DHC3A_DANRE
g2928.t1	PFD4_BOVIN
g2929.t1	PAG15_HUMAN
g2930.t1	CY1_BOVIN
g2931.t1	TPPP2_BOVIN
g2932.t1	LENG1_BOVIN
g2933.t1	FXL18_HUMAN
g2934.t1	YLAT2_HUMAN
g2935.t1	YLAT2_DANRE
g2936.t1	YLAT2_MOUSE
g2937.t1	EMC8_MOUSE
g2939.t1	F210B_MOUSE
g2940.t1	AURK_PATPE
g2941.t1	GALNS_CANLF
g2941.t2	GALNS_RAT
g2941.t3	GALNS_CANLF
g2941.t4	GALNS_CANLF
g2946.t1	HYAL_STRPU
g2946.t1	HYAL_STRPU
g2946.t1	HYAL_STRPU
g2946.t1	HYAL_STRPU
g2946.t1	HYAL_STRPU
g2946.t1	HYAL_STRPU
g2946.t1	HYAL_STRPU
g2946.t1	HYAL_STRPU
g2947.t1	HYAL_STRPU
g2947.t1	HYAL_STRPU
g2947.t1	HYAL_STRPU
g2947.t1	HYAL_STRPU
g2947.t1	HYAL_STRPU
g2947.t1	HYAL_STRPU
g2947.t1	HYAL_STRPU
g2947.t1	HYAL_STRPU
g2947.t1	HYAL_STRPU
g2947.t1	HYAL_STRPU
g2948.t2	HYAL_STRPU
g2948.t2	HYAL_STRPU
g2948.t2	HYAL_STRPU
g2948.t2	HYAL_STRPU
g2948.t2	HYAL_STRPU
g2948.t2	HYAL_STRPU
g2948.t2	HYAL_STRPU
g2948.t2	HYAL_STRPU
g2948.t2	HYAL_STRPU
g2948.t3	HYAL_STRPU
g2948.t3	HYAL_STRPU
g2948.t3	HYAL_STRPU
g2948.t3	HYAL_STRPU
g2948.t3	HYAL_STRPU
g2948.t3	HYAL_STRPU
g2948.t3	HYAL_STRPU
g2948.t3	HYAL_STRPU
g2948.t3	HYAL_STRPU
g2948.t3	HYAL_STRPU
g2954.t1	HYAL_STRPU
g2954.t1	HYAL_STRPU
g2954.t1	HYAL_STRPU
g2954.t1	HYAL_STRPU
g2954.t1	HYAL_STRPU
g2954.t1	HYAL_STRPU
g2954.t1	HYAL_STRPU
g2954.t1	HYAL_STRPU
g2954.t1	HYAL_STRPU
g2954.t1	HYAL_STRPU
g2954.t1	HYAL_STRPU
g2954.t1	HYAL_STRPU
g2954.t1	HYAL_STRPU
g2954.t1	HYAL_STRPU
g2956.t1	HYAL_STRPU
g2957.t1	HYAL_STRPU
g2957.t1	HYAL_STRPU
g2957.t1	HYAL_STRPU
g2957.t1	HYAL_STRPU
g2957.t1	HYAL_STRPU
g2957.t2	HYAL_STRPU
g2957.t2	HYAL_STRPU
g2957.t2	HYAL_STRPU
g2957.t2	HYAL_STRPU
g2957.t2	HYAL_STRPU
g2957.t2	HYAL_STRPU
g2957.t3	HYAL_STRPU
g2957.t3	HYAL_STRPU
g2957.t3	HYAL_STRPU
g2957.t3	HYAL_STRPU
g2957.t3	HYAL_STRPU
g2957.t3	HYAL_STRPU
g2957.t3	HYAL_STRPU
g2960.t1	PRP4B_BOVIN
g2964.t1	WDR88_HUMAN
g2966.t1	MARH6_PONAB
g2967.t1	MARH6_MOUSE
g2968.t1	MARH6_HUMAN
g2969.t1	ANR60_HUMAN
g2976.t1	ASTE1_DANRE
g2977.t1	ASTE1_PONAB
g2979.t1	ASTE1_DANRE
g2980.t1	NEK11_HUMAN
g2985.t1	WRIP1_MOUSE
g2986.t1	CMIP_MOUSE
g2987.t1	ZFAT_MOUSE
g2988.t1	ZFAT_HUMAN
g2990.t1	SO4C1_RAT
g2993.t1	VAC14_DANRE
g2996.t1	PPS_BACSU
g2996.t1	PPS_BACSU
g2998.t1	RNF41_XENLA
g3001.t1	VIR_MOUSE
g3003.t1	VIR_MOUSE
g3003.t1	VIR_MOUSE
g3005.t1	E2AK1_RAT
g3006.t1	E2AK1_MACFA
g3007.t1	CCDB1_XENLA
g3008.t1	ABCAC_MOUSE
g3009.t1	ANR27_HUMAN
g3009.t1	ANR27_HUMAN
g3010.t1	ANR27_MOUSE
g3010.t1	ANR27_MOUSE
g3012.t1	Y1760_DROME
g3016.t1	UD2C1_RABIT
g3018.t1	UD2A3_PONAB
g3020.t1	VAC14_CHICK
g3021.t1	CR063_HUMAN
g3022.t1	MROH1_HUMAN
g3023.t1	MROH1_HUMAN
g3024.t1	HYAL_STRPU
g3024.t1	HYAL_STRPU
g3024.t1	HYAL_STRPU
g3024.t1	HYAL_STRPU
g3024.t1	HYAL_STRPU
g3024.t1	HYAL_STRPU
g3024.t1	HYAL_STRPU
g3024.t1	HYAL_STRPU
g3024.t1	HYAL_STRPU
g3025.t1	HYAL_STRPU
g3025.t1	HYAL_STRPU
g3025.t1	HYAL_STRPU
g3025.t1	HYAL_STRPU
g3025.t1	HYAL_STRPU
g3025.t1	HYAL_STRPU
g3025.t1	HYAL_STRPU
g3025.t1	HYAL_STRPU
g3025.t1	HYAL_STRPU
g3025.t1	HYAL_STRPU
g3025.t1	HYAL_STRPU
g3025.t1	HYAL_STRPU
g3026.t1	HYAL_LYTVA
g3026.t1	HYAL_LYTVA
g3026.t1	HYAL_LYTVA
g3026.t1	HYAL_LYTVA
g3026.t1	HYAL_LYTVA
g3027.t1	HYAL_STRPU
g3027.t1	HYAL_STRPU
g3027.t1	HYAL_STRPU
g3027.t1	HYAL_STRPU
g3027.t1	HYAL_STRPU
g3027.t1	HYAL_STRPU
g3027.t1	HYAL_STRPU
g3027.t1	HYAL_STRPU
g3027.t1	HYAL_STRPU
g3029.t1	GPTC1_BOVIN
g3030.t1	DMBT1_HUMAN
g3030.t1	DMBT1_HUMAN
g3030.t1	DMBT1_HUMAN
g3030.t1	DMBT1_HUMAN
g3030.t1	DMBT1_HUMAN
g3030.t1	DMBT1_HUMAN
g3030.t1	DMBT1_HUMAN
g3030.t1	DMBT1_HUMAN
g3030.t1	DMBT1_HUMAN
g3030.t1	DMBT1_HUMAN
g3036.t1	KIFC3_HUMAN
g3038.t1	RN166_RAT
g3040.t1	CE192_HUMAN
g3042.t1	CMIP1_HUMAN
g3050.t1	UTP4_HUMAN
g3051.t1	CTF8_HUMAN
g3054.t1	GPRL1_HUMAN
g3055.t1	CP3AV_MESAU
g3058.t1	PI16_HUMAN
g3059.t1	PI16_MOUSE
g3060.t1	PI16_MOUSE
g3061.t1	GPX3_HYLLA
g3063.t1	CP3AO_SHEEP
g3064.t1	CP3AO_SHEEP
g3064.t2	CP3AO_SHEEP
g3066.t1	RFT2_SALSA
g3067.t1	SAMH1_XENLA
g3072.t1	GPX2_PONPY
g3073.t1	ANKAR_MOUSE
g3075.t1	PDP1_BOVIN
g3076.t1	NFS1_HUMAN
g3079.t1	C163A_MOUSE
g3079.t1	C163A_MOUSE
g3079.t1	C163A_MOUSE
g3080.t1	CAB32_DROME
g3081.t1	CP3AD_MOUSE
g3082.t1	CP3AT_PIG
g3087.t1	CP3AD_MOUSE
g3088.t1	CP3AD_MOUSE
g3093.t2	XCT_PONAB
g3093.t3	XCT_MOUSE
g3094.t1	VPS35_MOUSE
g3095.t1	VPS35_BOVIN
g3097.t1	NECA1_HUMAN
g3098.t1	RT17_HUMAN
g3099.t1	CTDP1_HUMAN
g3099.t1	CTDP1_HUMAN
g3100.t1	CENPL_BOVIN
g3101.t1	PSF3_XENLA
g3103.t1	NDUF6_BOVIN
g3104.t1	AATM_XENTR
g3106.t1	RM03_BOVIN
g3107.t1	RMP_MOUSE
g3109.t1	IMPA1_RAT
g3110.t1	SSXT_MOUSE
g3122.t1	SMD1_DROME
g3123.t1	DRE2_BRAFL
g3124.t1	TPX2_PATPE
g3125.t1	TPX2_PATPE
g3126.t1	TPX2_PATPE
g3130.t1	SL9A8_MOUSE
g3131.t1	HS3S6_MOUSE
g3131.t2	HS3S6_MOUSE
g3132.t1	HS3S6_MOUSE
g3134.t1	JPH3_MOUSE
g3134.t2	JPH2_RABIT
g3135.t1	ELMO1_HUMAN
g3135.t2	ELMO1_HUMAN
g3135.t3	ELMO1_HUMAN
g3136.t1	GALL2_DROME
g3137.t1	TTC5_HUMAN
g3138.t1	OXA1L_MOUSE
g3140.t1	PPGB_HUMAN
g3142.t1	LDHD_DANRE
g3143.t1	CY24A_RAT
g3144.t1	SCRT2_MOUSE
g3145.t1	CPSF5_DANRE
g3155.t1	NOP9_HUMAN
g3156.t1	HYDIN_MOUSE
g3156.t1	HYDIN_MOUSE
g3156.t1	HYDIN_MOUSE
g3156.t1	HYDIN_MOUSE
g3156.t1	HYDIN_MOUSE
g3157.t1	HYDIN_MOUSE
g3157.t1	HYDIN_MOUSE
g3158.t1	HYDIN_HUMAN
g3159.t1	DMBT1_HUMAN
g3159.t1	DMBT1_HUMAN
g3159.t1	DMBT1_HUMAN
g3159.t1	DMBT1_HUMAN
g3159.t1	DMBT1_HUMAN
g3159.t1	DMBT1_HUMAN
g3159.t1	DMBT1_HUMAN
g3159.t1	DMBT1_HUMAN
g3159.t2	DMBT1_HUMAN
g3159.t2	DMBT1_HUMAN
g3159.t2	DMBT1_HUMAN
g3159.t2	DMBT1_HUMAN
g3159.t2	DMBT1_HUMAN
g3159.t2	DMBT1_HUMAN
g3159.t2	DMBT1_HUMAN
g3159.t2	DMBT1_HUMAN
g3159.t2	DMBT1_HUMAN
g3159.t2	DMBT1_HUMAN
g3161.t1	DECR_HUMAN
g3162.t1	RHPN1_MOUSE
g3164.t1	MCUR1_MOUSE
g3165.t1	DMBT1_HUMAN
g3165.t1	DMBT1_HUMAN
g3165.t1	DMBT1_HUMAN
g3165.t1	DMBT1_HUMAN
g3165.t1	DMBT1_HUMAN
g3165.t1	DMBT1_HUMAN
g3165.t1	DMBT1_HUMAN
g3165.t1	DMBT1_HUMAN
g3165.t1	DMBT1_HUMAN
g3166.t1	NETR_TRAPH
g3167.t1	DMBT1_HUMAN
g3167.t1	DMBT1_HUMAN
g3167.t1	DMBT1_HUMAN
g3167.t1	DMBT1_HUMAN
g3167.t1	DMBT1_HUMAN
g3167.t1	DMBT1_HUMAN
g3167.t1	DMBT1_HUMAN
g3167.t1	DMBT1_HUMAN
g3167.t1	DMBT1_HUMAN
g3167.t1	DMBT1_HUMAN
g3167.t1	DMBT1_HUMAN
g3167.t1	DMBT1_HUMAN
g3168.t1	DMBT1_RABIT
g3168.t1	DMBT1_RABIT
g3173.t1	SIAT6_PANTR
g3173.t2	SIAT6_PANTR
g3173.t3	SIAT6_PANTR
g3174.t1	TMPPE_DANRE
g3176.t1	DGAT1_MOUSE
g3177.t1	FHOD3_MOUSE
g3179.t1	FHOD3_HUMAN
g3179.t2	FHOD3_HUMAN
g3180.t1	VIAAT_XENLA
g3181.t1	SRCR1_PATPE
g3181.t1	SRCR1_PATPE
g3181.t1	SRCR1_PATPE
g3181.t1	SRCR1_PATPE
g3181.t1	SRCR1_PATPE
g3181.t1	SRCR1_PATPE
g3181.t1	SRCR1_PATPE
g3182.t1	DMBT1_HUMAN
g3182.t1	DMBT1_HUMAN
g3182.t1	DMBT1_HUMAN
g3182.t1	DMBT1_HUMAN
g3182.t1	DMBT1_HUMAN
g3182.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t1	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3183.t2	DMBT1_HUMAN
g3184.t1	DMBT1_HUMAN
g3184.t1	DMBT1_HUMAN
g3184.t1	DMBT1_HUMAN
g3184.t1	DMBT1_HUMAN
g3184.t1	DMBT1_HUMAN
g3184.t1	DMBT1_HUMAN
g3184.t1	DMBT1_HUMAN
g3184.t1	DMBT1_HUMAN
g3185.t1	NETR_MACMU
g3185.t1	NETR_MACMU
g3185.t1	NETR_MACMU
g3191.t1	CC113_MOUSE
g3192.t1	CSK21_XENLA
g3193.t1	CFA20_MOUSE
g3193.t2	CFA20_MOUSE
g3194.t1	DPEP1_HUMAN
g3194.t2	DPEP1_HUMAN
g3195.t1	CP10_LYMST
g3200.t1	KIF28_MOUSE
g3201.t1	KIF28_HUMAN
g3201.t2	KIF28_HUMAN
g3206.t1	RTXE_DROME
g3207.t1	CYLD_HUMAN
g3208.t1	MAF1_DANRE
g3209.t1	HOIL1_DANRE
g3209.t2	HOIL1_HUMAN
g3214.t1	RL14_PIG
g3215.t1	METL9_BOVIN
g3216.t1	METL9_HUMAN
g3216.t1	METL9_HUMAN
g3217.t1	ZC3H3_HUMAN
g3218.t1	MAFA_COTJA
g3222.t1	NCOA5_MOUSE
g3223.t1	NEPR1_XENTR
g3224.t1	MED10_DANRE
g3226.t1	HSF1_CHICK
g3226.t2	HSF1_CHICK
g3227.t1	NPC1_MOUSE
g3228.t1	USB1_RAT
g3229.t1	CALMB_HALRO
g3230.t1	CALM_STRIE
g3231.t1	CALM_METSE
g3231.t2	CALM_STRIE
g3232.t1	CALM_METSE
g3233.t1	CALM_METSE
g3234.t1	SIAE_MOUSE
g3235.t1	AQP4_MOUSE
g3236.t1	CPNE8_HUMAN
g3237.t1	CPNE5_HUMAN
g3237.t2	CPNE5_HUMAN
g3238.t1	NUDT7_MOUSE
g3239.t1	NFAT5_MOUSE
g3239.t2	NFAT5_MOUSE
g3240.t1	MTA70_HUMAN
g3241.t1	TOX3_RAT
g3248.t1	CP3AD_MOUSE
g3253.t1	ACHA7_CHICK
g3260.t1	TWS1A_DANRE
g3261.t1	GRRE1_HUMAN
g3263.t1	SPG7_MOUSE
g3264.t1	ANR11_HUMAN
g3264.t1	ANR11_HUMAN
g3270.t1	SNTB1_HUMAN
g3270.t2	SNTB1_HUMAN
g3271.t1	FABD_HUMAN
g3272.t1	PAPD5_MOUSE
g3273.t1	FAP24_MOUSE
g3274.t1	MCM4A_XENLA
g3275.t1	LIN41_RAT
g3276.t1	RPB3_MOUSE
g3277.t1	RPR1B_MOUSE
g3278.t1	G6PI_MOUSE
g3279.t1	G6PI_PIG
g3280.t1	PP4P1_RAT
g3281.t1	SEPIA_DROME
g3282.t1	TPPC8_HUMAN
g3283.t1	TPPC8_HUMAN
g3284.t1	K1143_XENLA
g3285.t1	KIF15_STRPU
g3286.t1	KIF15_STRPU
g3287.t1	DPM1_BOVIN
g3288.t1	DUS2L_HUMAN
g3289.t1	PCAT2_DANRE
g3291.t1	PARP2_MOUSE
g3292.t1	PARP2_HUMAN
g3293.t1	MTG2_PONAB
g3295.t1	BL1S4_HUMAN
g3297.t1	NWD1_MOUSE
g3297.t2	NWD1_MOUSE
g3303.t1	PLCG1_MOUSE
g3303.t2	PLCG1_MOUSE
g3303.t2	PLCG1_MOUSE
g3304.t1	NAGPA_BOVIN
g3307.t1	YSMU_CAEEL
g3308.t1	CCNE_HEMPU
g3313.t1	T170A_HUMAN
g3314.t1	LYRM4_MOUSE
g3315.t1	PDES1_HUMAN
g3316.t1	AP1G1_HUMAN
g3316.t2	AP1G1_HUMAN
g3317.t1	E2F4_XENLA
g3318.t1	FBP1_STRPU
g3320.t1	D39U1_BOVIN
g3321.t1	TNG6_MOUSE
g3322.t1	ZN341_HUMAN
g3323.t1	ZN341_HUMAN
g3324.t1	BANP_MOUSE
g3324.t2	BANP_BOVIN
g3325.t1	ZN341_HUMAN
g3326.t1	TIP_HUMAN
g3327.t1	DDX27_HUMAN
g3328.t1	ZN341_HUMAN
g3328.t2	ZN341_HUMAN
g3330.t1	RREB1_CHICK
g3331.t1	RREB1_HUMAN
g3332.t1	SAC1A_DANRE
g3332.t2	SAC1A_DANRE
g3333.t1	INSR_XENLA
g3335.t1	OTU6B_DANRE
g3336.t1	PGTA_PONAB
g3337.t1	TDR12_BOMMO
g3338.t1	TDR12_HUMAN
g3339.t1	TDR12_MOUSE
g3340.t1	TMM64_MOUSE
g3341.t1	S66A2_BOVIN
g3342.t1	TIM21_BOVIN
g3343.t1	TM231_BOVIN
g3344.t1	GBRL2_RAT
g3345.t1	BPI_HUMAN
g3346.t1	FAAH_ARATH
g3348.t1	GBA1_MOUSE
g3349.t1	GBA1_PIG
g3350.t1	CFDP1_CHICK
g3351.t1	AMFR_MOUSE
g3352.t1	ZN236_HUMAN
g3352.t1	ZN236_HUMAN
g3352.t1	ZN236_HUMAN
g3352.t1	ZN236_HUMAN
g3352.t1	ZN236_HUMAN
g3352.t1	ZN236_HUMAN
g3352.t1	ZN236_HUMAN
g3352.t1	ZN236_HUMAN
g3352.t1	ZN236_HUMAN
g3352.t1	ZN236_HUMAN
g3352.t1	ZN236_HUMAN
g3356.t1	SCRT1_MOUSE
g3358.t1	CATZ_BOVIN
g3363.t1	PP4R1_RAT
g3363.t1	PP4R1_RAT
g3364.t1	PP4R1_HUMAN
g3365.t1	PIGM_PONAB
g3368.t1	TCF25_HUMAN
g3370.t1	CAPAM_MOUSE
g3371.t1	KLH17_HUMAN
g3373.t1	B4GT6_HUMAN
g3374.t1	PDPR_HUMAN
g3375.t1	TBX20_XENTR
g3376.t1	B4GT5_MOUSE
g3377.t1	FBX15_MACFA
