gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231	V2	uniprotID	geneID	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
g14137.t1	236.4192643	-2.810406455	1.049271566	-2.678435732	0.007396693	0.025194292	19	3	15	5	846	510	20	29	351	22	14	1526	40	60	sp	Q02079	LAC3_THACU	35.473	296	170	11	247	1110	33	315	1.73E-42	164
g1414.t1	42.22308997	1.551614346	0.453819242	3.419014011	0.000628485	0.003189319	16	11	21	95	27	45	1	61	56	101	84	18	150	20	sp	Q8BG58	P4HTM_MOUSE	37.565	386	188	9	160	1200	112	483	4.36E-63	216
g14145.t1	197.8710271	1.450183863	0.324230713	4.472691214	7.72E-06	7.56E-05	151	97	331	489	80	120	30	360	242	118	505	125	517	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g1417.t1	150856.2309	-4.232309243	1.15398757	-3.667551846	0.000244884	0.001466653	1209	1198	44313	3973	85740	704555	11473	1580	28239	33158	4739	8708	2342	899001	sp	Q98893	VIT2_FUNHE	25.824	364	250	8	115	1173	20	374	6.66E-28	127
g14183.t1	493.5056684	-2.225472575	0.465463367	-4.781198119	1.74E-06	2.07E-05	265	432	213	270	460	328	1176	164	136	92	284	815	394	661	sp	O70546	KDM6A_MOUSE	63.353	513	142	5	2905	4338	894	1395	0	648
g14183.t1	493.5056684	-2.225472575	0.465463367	-4.781198119	1.74E-06	2.07E-05	265	432	213	270	460	328	1176	164	136	92	284	815	394	661	sp	O70546	KDM6A_MOUSE	68.657	268	84	0	1	804	178	445	2.79E-110	385
g1419.t1	50.19938678	-0.807442553	0.287278374	-2.810662496	0.004943962	0.017973333	36	47	48	46	66	43	23	37	32	55	44	74	52	94	sp	P41214	EIF2D_HUMAN	45.363	593	304	9	1	1746	1	584	5.96E-146	437
g1419.t2	50.19938678	-0.807442553	0.287278374	-2.810662496	0.004943962	0.017973333	36	47	48	46	66	43	23	37	32	55	44	74	52	94	sp	P41214	EIF2D_HUMAN	45.363	593	304	9	1	1746	1	584	5.96E-146	437
g14190.t1	10.97792749	2.047667939	0.856451071	2.390875565	0.016808249	0.048778233	0	0	20	25	0	15	3	21	22	10	42	1	7	6	sp	Q1JQE6	NCEH1_BOVIN	33.99	406	238	12	55	1224	17	408	7.19E-49	174
g14191.t1	8.147380289	1.96307812	0.743050162	2.641918704	0.008243784	0.027597466	4	3	7	36	5	1	0	13	3	7	10	9	50	0	sp	Q7M370	AAAD_RABIT	35.572	402	226	13	19	1179	2	385	4.33E-49	174
g14199.t1	51.18111759	1.778701898	0.547696161	3.247607022	0.001163799	0.005356144	30	6	45	93	18	42	0	93	108	30	118	42	248	15	sp	O62763	ACES_FELCA	42.978	591	293	12	277	1965	35	609	8.11E-146	440
g142.t1	30.85882094	1.12783003	0.34142005	3.30335032	0.00095537	0.004559891	15	14	43	81	36	28	4	53	30	55	41	10	71	14	sp	Q9NV56	MRGBP_HUMAN	39.247	186	60	6	16	438	26	203	5.41E-27	103
g1420.t1	59.0053567	-1.306442275	0.302862062	-4.313654425	1.61E-05	0.000142377	60	136	56	30	81	65	39	46	26	30	41	75	70	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14200.t1	304.3118481	-2.771660105	0.582950785	-4.754535331	1.99E-06	2.33E-05	113	386	86	89	155	149	1014	93	76	113	81	191	140	392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14201.t1	289.3269778	-2.848818075	0.57815386	-4.927439342	8.33E-07	1.08E-05	156	302	65	102	124	188	977	105	93	47	67	173	150	377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14202.t1	31.97533025	-1.651310434	0.588897209	-2.804072441	0.005046157	0.018250861	12	45	8	12	21	24	75	21	15	40	8	16	30	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14203.t1	48.12541931	-2.821494206	0.741309345	-3.806095557	0.000141178	0.000923044	19	43	10	14	19	29	163	21	19	0	11	29	34	77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14204.t1	126.2730999	-2.328029751	0.540887358	-4.304093482	1.68E-05	0.00014782	72	90	30	58	102	83	392	58	47	63	35	82	77	155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14205.t1	233.3305891	-0.90309147	0.346232026	-2.608341813	0.009098205	0.029847654	294	149	171	234	194	148	339	207	190	104	200	238	336	262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14207.t1	401.972092	-1.668886562	0.356509158	-4.681188478	2.85E-06	3.21E-05	323	397	210	255	447	337	775	266	221	131	224	659	401	319	sp	O60244	MED14_HUMAN	45.448	1483	692	35	106	4455	51	1449	0	1160
g14208.t1	321.8119399	-1.320378181	0.378425046	-3.489140568	0.000484576	0.00256789	275	304	215	218	160	253	569	234	210	250	216	447	229	394	sp	Q6NZK5	K1328_MOUSE	39.08	174	93	4	64	576	17	180	1.40E-21	103
g1421.t1	137.309748	-1.129362906	0.368711685	-3.06299733	0.00219132	0.009139877	113	202	154	100	140	106	204	129	56	87	70	191	156	73	sp	Q5F339	CCHL_CHICK	52.941	289	117	4	40	903	1	271	6.15E-89	270
g1422.t1	189.7317256	1.388993683	0.327763919	4.237787029	2.26E-05	0.000190478	138	149	228	226	71	133	29	473	338	426	286	72	402	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14220.t1	82.37571369	1.106410644	0.316894169	3.491420016	0.00048046	0.002548058	90	43	109	137	55	56	17	171	146	67	152	45	215	16	sp	Q5R9E1	HMGCL_PONAB	65.938	320	105	1	43	1002	10	325	3.41E-145	415
g14227.t1	201.1039302	-1.46905914	0.267189994	-5.498181722	3.84E-08	7.24E-07	113	163	128	133	368	222	223	140	124	115	120	314	164	304	sp	A0A286QZ36	RAC1_STIJA	62.105	190	71	1	67	636	4	192	9.83E-86	254
g1423.t1	126.747471	-1.126796907	0.252802945	-4.457214325	8.30E-06	8.03E-05	93	148	76	108	133	154	84	97	73	125	102	331	105	123	sp	Q15386	UBE3C_HUMAN	48.457	1102	529	16	1	3246	1	1083	0	953
g14230.t1	29497.91358	-7.723818328	0.528379653	-14.61793292	2.16E-48	1.10E-44	36539	21295	634	115	19255	17848	75694	283	457	245	209	66916	399	65828	sp	Q0MVN8	QOR_PIG	44.848	330	178	3	1	987	1	327	4.53E-92	280
g14231.t1	712.4402892	-2.074399536	0.358811626	-5.781305243	7.41E-09	1.64E-07	1249	620	454	265	531	579	1212	301	269	385	283	974	371	1016	sp	Q9UBF6	RBX2_HUMAN	91.86	86	7	0	103	360	28	113	8.48E-55	169
g14234.t1	131.7727069	-1.503288982	0.421249975	-3.56863875	0.000358841	0.002007564	32	124	54	99	447	171	125	134	69	69	47	165	145	114	sp	Q9QXL8	NDK7_MOUSE	58.333	372	151	2	13	1122	24	393	2.78E-164	468
g14236.t1	144.8628908	-1.845428333	0.374914869	-4.922259651	8.56E-07	1.11E-05	227	98	75	84	114	171	252	120	57	39	67	136	116	207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14237.t1	95.79163838	-1.63186818	0.35568504	-4.58795844	4.48E-06	4.74E-05	95	153	60	58	93	67	147	74	70	23	51	138	68	95	sp	B1H2T2	DIK2A_XENTR	44.16	351	185	6	67	1089	19	368	2.90E-99	304
g14239.t3	243.9571751	-1.069199353	0.427293994	-2.502256918	0.012340434	0.038033878	228	219	143	206	454	242	188	255	174	34	424	339	102	295	sp	Q9BZ29	DOCK9_HUMAN	47.273	1210	553	23	271	3831	47	1194	0	1011
g14239.t3	243.9571751	-1.069199353	0.427293994	-2.502256918	0.012340434	0.038033878	228	219	143	206	454	242	188	255	174	34	424	339	102	295	sp	Q9BZ29	DOCK9_HUMAN	37.748	302	160	4	4882	5772	1270	1548	2.84E-52	207
g14241.t1	317.5125302	-1.000795603	0.279444532	-3.581374794	0.000341791	0.001930152	336	445	321	224	213	263	301	267	157	319	205	513	332	348	sp	Q63486	RRAGA_RAT	90.397	302	28	1	1	906	6	306	0	570
g14244.t1	7.764233718	-6.274490952	1.752997267	-3.579293061	0.000344525	0.001943983	0	0	0	0	0	5	22	0	0	0	0	8	1	38	sp	Q6P2X9	MOT12_XENTR	32.524	206	134	4	202	813	14	216	1.42E-24	108
g14245.t1	230.2642149	-7.800050981	0.987307696	-7.900324302	2.78E-15	2.40E-13	21	44	1	0	44	134	786	6	2	1	0	344	10	759	sp	P57788	MOT4_CHICK	36.757	185	116	1	169	720	22	206	1.17E-23	105
g14246.t1	1433.474294	-4.204104142	0.544208172	-7.725176429	1.12E-14	8.60E-13	431	1025	142	164	1193	986	4341	306	194	153	133	2036	186	3180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14247.t1	212.6700338	-1.131437097	0.25233264	-4.483910995	7.33E-06	7.22E-05	201	184	198	149	198	254	271	145	135	143	170	313	207	217	sp	O18334	RAB6_DROME	86.058	208	28	1	7	630	2	208	1.65E-129	366
g14247.t2	157.1558625	-1.087894849	0.313896776	-3.465772611	0.00052871	0.002766674	96	195	143	97	284	150	132	230	85	50	117	232	163	173	sp	Q5RAV6	RAB6A_PONAB	85.646	209	29	1	1	627	1	208	4.96E-130	369
g14248.t1	131.6115664	-2.546345696	1.042528396	-2.44247131	0.014587089	0.043523145	5	0	154	33	234	199	21	5	24	51	22	61	16	792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14249.t1	1105.095847	-3.550980123	1.049778248	-3.382600212	0.000718031	0.003566806	18	6	319	103	638	2418	58	73	326	363	117	179	99	8312	sp	O60488	ACSL4_HUMAN	47.692	715	355	8	34	2154	8	711	0	637
g1426.t1	110.0948271	0.755743511	0.290614887	2.600498271	0.009308849	0.030373198	130	96	154	168	50	86	28	175	142	211	159	69	177	36	sp	Q02368	NDUB7_BOVIN	55.446	101	44	1	4	306	3	102	6.41E-35	120
g14267.t1	3.852172824	-4.3818079	1.303565592	-3.361401932	0.000775479	0.003810568	2	2	2	0	33	8	0	0	0	0	1	5	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14268.t1	743.583028	0.454762435	0.167013873	2.722902154	0.006471122	0.022544306	563	583	770	1280	542	755	277	930	783	1168	1007	497	1632	533	sp	A6BMK7	NEUR1_BOVIN	41.243	354	181	9	85	1110	58	396	7.22E-80	254
g14273.t1	53.59185092	0.781395415	0.224929826	3.473951982	0.000512853	0.002697485	35	23	78	101	40	60	14	65	65	80	73	34	137	35	sp	P97872	FMO5_MOUSE	36.538	468	253	14	34	1368	38	484	2.30E-75	249
g14274.t1	91.53423095	-0.781799137	0.177179814	-4.412461673	1.02E-05	9.58E-05	84	80	78	66	115	104	73	116	75	64	67	132	124	96	sp	Q9Y376	CAB39_HUMAN	61.818	220	76	4	1	651	1	215	1.60E-80	247
g14278.t1	79.10214926	0.591370248	0.18130048	3.261823958	0.001106979	0.00513272	72	59	92	105	66	50	32	152	113	100	123	64	141	35	sp	Q6AYT4	PBIR1_RAT	46.231	199	86	9	127	708	31	213	1.46E-21	94.7
g14279.t1	38.92753001	1.456660552	0.268393499	5.427331722	5.72E-08	1.03E-06	22	13	47	66	27	18	12	108	54	40	74	20	123	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14280.t1	308.4573919	1.607408692	0.210269642	7.644511484	2.10E-14	1.56E-12	184	112	415	465	158	164	85	701	597	516	711	115	589	88	sp	P47791	GSHR_MOUSE	59.657	466	174	4	4	1359	35	500	0	532
g14284.t1	20.51041133	-1.057162725	0.428931913	-2.464639938	0.0137151	0.041428627	57	27	11	12	11	20	17	14	17	15	22	19	25	9	sp	Q5U3C3	TM164_HUMAN	54.676	139	62	1	1	417	119	256	7.15E-51	167
g14288.t2	373.7151296	1.730355151	0.216749273	7.983210861	1.43E-15	1.29E-13	136	126	774	738	149	198	137	568	658	752	514	170	962	89	sp	O14936	CSKP_HUMAN	73.959	937	191	11	1	2685	1	926	0	1423
g14291.t1	28.26109298	3.738014283	0.812805793	4.598902121	4.25E-06	4.53E-05	7	2	7	16	0	2	2	258	38	87	34	5	15	5	sp	Q9N126	RDH8_BOVIN	39.286	280	159	4	19	858	8	276	4.16E-46	160
g143.t1	172.0464821	-1.300449678	0.383452109	-3.391426587	0.000695298	0.003474113	160	429	164	88	127	128	187	100	85	169	99	225	140	114	sp	Q0IIF7	UBP14_BOVIN	62.677	493	170	7	1	1461	1	485	0	613
g14305.t1	406.2558235	-1.979989486	0.758803721	-2.609356584	0.009071266	0.029781642	35	1505	57	125	334	234	848	308	303	60	134	56	549	193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14306.t1	126.085268	-1.023712795	0.390281955	-2.623008267	0.008715716	0.028856448	45	105	70	95	378	221	75	131	141	51	71	140	184	93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14309.t1	199.1705472	2.293339964	0.248968833	9.211353618	3.22E-20	5.89E-18	73	68	359	423	48	94	17	596	425	244	385	74	444	43	sp	Q2TBI2	THAP4_BOVIN	51.299	154	72	3	85	540	429	581	2.25E-45	160
g14310.t2	25.67644237	1.863875978	0.71159495	2.619293431	0.008811212	0.029120814	2	0	15	65	6	19	1	46	49	15	33	19	165	23	sp	O73787	GCP3_XENLA	51.87	802	357	13	13	2367	115	904	0	774
g14312.t1	263.8345143	0.987257561	0.334237983	2.953756335	0.003139318	0.012365783	71	107	362	494	108	188	180	499	274	362	626	224	395	115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14313.t1	20.83951136	-2.775796994	1.154936094	-2.403420423	0.016242502	0.047472909	1	20	0	0	29	3	63	3	18	0	1	63	30	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g1432.t2	2010.896988	-2.987828017	0.342051484	-8.735024275	2.44E-18	3.56E-16	3755	2969	591	416	1286	1827	3625	569	464	493	620	2891	755	2822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14321.t1	8609.792447	1.879427767	0.528412146	3.556745963	0.000375477	0.00208134	9153	3433	19858	9197	1696	3166	1377	11856	10700	18697	18442	3263	30209	230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14322.t1	26184.08163	1.896357997	0.526363226	3.602755482	0.000314862	0.001802442	28053	10170	63187	27115	5367	9394	3991	38825	34588	56286	53460	9700	87698	709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14323.t1	170.0769849	0.8545997	0.281125733	3.039919863	0.002366411	0.009743122	210	111	257	204	74	88	63	320	196	240	310	111	390	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14325.t1	465.978937	-1.00480292	0.325707069	-3.084989599	0.002035593	0.008599871	846	552	370	257	307	358	512	334	388	494	411	456	369	422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14326.t1	332.1179049	-1.020065565	0.306886006	-3.323923367	0.000887606	0.004281381	585	474	300	211	219	264	303	230	243	373	233	363	267	314	sp	P13280	GLYG_RABIT	48.507	134	35	1	28	327	3	136	7.34E-38	130
g14326.t1	332.1179049	-1.020065565	0.306886006	-3.323923367	0.000887606	0.004281381	585	474	300	211	219	264	303	230	243	373	233	363	267	314	sp	P13280	GLYG_RABIT	70.968	31	9	0	327	419	137	167	7.34E-38	47
g1433.t1	1843.348019	-2.47510042	0.316888212	-7.810642128	5.69E-15	4.60E-13	3074	2266	651	511	1614	1621	3283	677	758	669	735	2703	831	2281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14331.t1	17.70510204	1.678065995	0.693139548	2.420964149	0.015479404	0.045646626	0	4	14	16	6	5	0	42	42	46	21	11	58	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14333.t1	26.54392808	2.398022661	0.544326123	4.405488837	1.06E-05	9.84E-05	6	19	35	54	12	3	0	38	30	77	47	2	123	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14334.t1	124.5037231	3.042416439	0.532535	5.713082596	1.11E-08	2.36E-07	34	44	69	215	18	21	4	178	121	789	190	19	341	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g1434.t1	360.3543903	-1.978232045	0.312040972	-6.339654789	2.30E-10	7.55E-09	424	189	235	141	723	692	438	133	109	144	219	432	296	446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14340.t1	985.5925988	-4.073086375	0.595831307	-6.835972414	8.15E-12	3.70E-10	998	651	350	22	744	3678	1030	92	170	117	61	814	83	2857	sp	Q9I3S3	GBUA_PSEAE	62.62	313	113	2	121	1047	4	316	7.69E-140	402
g14341.t1	596.666847	-7.450389636	0.565840821	-13.16693557	1.36E-39	2.32E-36	521	192	13	3	598	763	826	5	17	3	8	2423	8	1649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14342.t1	1273.135191	-7.751685399	0.55806274	-13.89034751	7.25E-44	1.85E-40	835	415	17	3	1301	1462	1520	15	23	10	9	6790	26	3128	sp	Q9NUN7	ACER3_HUMAN	39.231	260	157	1	52	831	9	267	4.80E-58	191
g14343.t1	6.631154022	1.557015411	0.648050142	2.402615649	0.016278286	0.047557129	3	8	8	8	5	0	1	15	5	25	13	2	10	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14344.t1	25.51502004	0.748953673	0.296303047	2.527661057	0.011482514	0.036013261	21	26	40	36	13	20	2	53	33	28	35	23	59	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g1435.t1	228.9647799	1.58439211	0.345839473	4.581293447	4.62E-06	4.88E-05	147	22	496	499	141	114	78	427	392	244	452	134	441	51	sp	P54802	ANAG_HUMAN	47.776	697	354	9	160	2232	42	734	0	680
g14354.t1	3.182196337	2.733112601	0.952190372	2.870342614	0.004100273	0.015421033	0	0	12	7	1	2	1	10	8	0	4	1	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14355.t1	317.1186606	-1.776775112	0.412970246	-4.302428875	1.69E-05	0.000148744	516	587	264	93	287	253	386	135	92	71	306	538	293	216	sp	Q7Z449	CP2U1_HUMAN	39.069	494	266	5	109	1494	54	544	4.72E-119	363
g14356.t1	96.5718417	0.977486746	0.313706493	3.115927681	0.001833672	0.007876019	66	93	177	139	45	63	18	230	130	60	169	79	224	35	sp	Q2KMM2	TPPC1_RAT	65.714	140	48	0	1	420	1	140	1.86E-66	201
g14357.t1	49.14041647	-3.237682926	1.029890754	-3.143714916	0.001668179	0.007285958	6	7	27	0	82	183	5	0	14	3	19	14	16	243	sp	Q8BTM8	FLNA_MOUSE	27.816	870	481	27	64	2427	62	866	2.31E-64	239
g14357.t1	49.14041647	-3.237682926	1.029890754	-3.143714916	0.001668179	0.007285958	6	7	27	0	82	183	5	0	14	3	19	14	16	243	sp	Q8BTM8	FLNA_MOUSE	27.333	450	269	14	1225	2430	716	1155	2.31E-29	130
g14357.t1	49.14041647	-3.237682926	1.029890754	-3.143714916	0.001668179	0.007285958	6	7	27	0	82	183	5	0	14	3	19	14	16	243	sp	Q8BTM8	FLNA_MOUSE	26.186	527	312	20	1036	2457	1149	1651	5.80E-29	129
g14357.t1	49.14041647	-3.237682926	1.029890754	-3.143714916	0.001668179	0.007285958	6	7	27	0	82	183	5	0	14	3	19	14	16	243	sp	Q8BTM8	FLNA_MOUSE	25.904	498	308	17	1087	2454	1860	2338	6.16E-27	122
g14357.t1	49.14041647	-3.237682926	1.029890754	-3.143714916	0.001668179	0.007285958	6	7	27	0	82	183	5	0	14	3	19	14	16	243	sp	Q8BTM8	FLNA_MOUSE	24.396	455	301	13	1171	2427	2069	2516	1.66E-26	121
g14357.t1	49.14041647	-3.237682926	1.029890754	-3.143714916	0.001668179	0.007285958	6	7	27	0	82	183	5	0	14	3	19	14	16	243	sp	Q8BTM8	FLNA_MOUSE	23.651	482	318	13	1141	2448	495	972	5.84E-23	109
g14359.t2	34.93388151	-1.937721318	0.715992029	-2.70634482	0.006802837	0.023531746	6	3	18	10	82	115	1	11	19	17	23	124	28	49	sp	Q17LW0	MYO7A_AEDAE	60.926	1533	524	16	1	4443	650	2159	0	1758
g1436.t1	105.4758034	0.643959321	0.251021452	2.565355734	0.010307007	0.033040205	123	69	175	160	96	83	24	153	110	147	155	83	225	33	sp	P56520	HDAC3_CHICK	77.882	425	93	1	16	1290	3	426	0	717
g14360.t1	19.2395524	-3.104409717	0.963598288	-3.221684551	0.001274394	0.005780658	0	4	3	8	75	51	0	4	8	0	4	71	9	35	sp	P97479	MYO7A_MOUSE	64.456	588	206	2	1	1758	1	587	0	808
g14363.t1	399.8712785	-0.572019977	0.16895087	-3.385717846	0.000709923	0.003533438	528	400	336	381	361	335	288	488	360	345	355	447	547	417	sp	Q6GPF3	CUL3B_XENLA	78.609	762	150	3	10	2256	7	768	0	1233
g14365.t1	780.2391896	-0.995799288	0.264236864	-3.768585776	0.000164175	0.001051902	698	729	407	904	892	696	977	700	639	421	540	1047	1020	760	sp	B4F6W9	TRIPC_XENTR	62.873	905	320	6	3469	6138	1153	2056	0	1182
g14365.t1	780.2391896	-0.995799288	0.264236864	-3.768585776	0.000164175	0.001051902	698	729	407	904	892	696	977	700	639	421	540	1047	1020	760	sp	B4F6W9	TRIPC_XENTR	67.711	734	214	8	886	3045	366	1090	0	922
g14368.t1	100.89533	-3.831369014	1.154465973	-3.318737063	0.000904255	0.004347349	2	288	10	8	142	136	266	21	39	0	0	0	44	99	sp	Q9NR80	ARHG4_HUMAN	53.591	362	154	3	4567	5640	199	550	1.51E-116	389
g14368.t2	84.53568442	-5.761788742	2.078606771	-2.771947451	0.005572203	0.019869112	11	320	0	0	0	0	126	0	0	1	24	430	0	73	sp	Q9NR80	ARHG4_HUMAN	53.591	362	154	3	4558	5631	199	550	2.44E-116	389
g14369.t1	28.56682668	-4.674572314	0.779853652	-5.994166084	2.05E-09	5.29E-08	3	112	2	0	21	28	48	1	6	1	6	65	2	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14373.t1	448.9118473	-4.00556679	0.882495483	-4.538909113	5.65E-06	5.78E-05	13	7	70	61	1893	1667	12	52	83	45	63	418	78	1483	sp	F4HYF3	DCYD1_ARATH	41.019	373	198	8	58	1146	21	381	3.06E-88	276
g14378.t1	17.51740518	1.500878776	0.55187953	2.719576816	0.006536551	0.02273356	10	0	22	59	14	20	3	35	33	15	21	11	46	1	sp	Q1T769	MIS12_CHICK	33.155	187	121	4	64	615	8	193	1.72E-25	102
g14383.t1	20.19606628	2.144571487	0.518554351	4.1356735	3.54E-05	0.000283895	14	1	27	39	14	13	0	33	33	45	60	4	50	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14384.t1	112.1398922	1.056086363	0.178611617	5.91275294	3.36E-09	8.19E-08	55	74	152	223	89	90	23	224	161	144	166	62	267	53	sp	P05165	PCCA_HUMAN	61.657	712	272	1	46	2178	17	728	0	899
g14385.t1	1538.976274	-1.282467014	0.244540017	-5.244405528	1.57E-07	2.51E-06	1386	1619	784	1290	1562	1461	1836	1347	1052	799	843	2496	1884	1943	sp	Q93008	USP9X_HUMAN	69.167	2400	690	17	220	7287	102	2495	0	3260
g14386.t1	307.6923974	2.76662383	0.607603209	4.553339724	5.28E-06	5.45E-05	113	122	625	509	21	154	37	667	570	927	764	5	430	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g1440.t1	24.34030179	-3.827506554	1.336206951	-2.864456402	0.004177257	0.015650186	4	4	16	0	93	51	1	0	0	0	9	10	0	118	sp	Q5RJI4	PKDCC_MOUSE	31.25	272	169	7	298	1107	130	385	7.55E-35	137
g14400.t1	315.5337347	-2.014470179	0.29325779	-6.869281048	6.45E-12	2.98E-10	326	293	145	147	268	427	417	237	162	98	108	553	197	560	sp	O35344	IMA4_MOUSE	70.793	517	142	5	25	1551	6	521	0	723
g14405.t1	988.9340007	-1.293602577	0.331574271	-3.901396128	9.56E-05	0.000663448	1731	1432	790	749	516	666	1131	933	547	475	690	1497	776	890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14406.t1	1.672128002	2.879895304	1.180109648	2.440362477	0.014672531	0.043720726	0	1	2	2	0	0	1	9	6	0	3	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14408.t1	42.08438314	0.949734266	0.31826587	2.984090839	0.002844223	0.011365234	12	21	54	117	50	26	11	84	56	48	60	25	62	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14411.t1	42.81595909	-2.950164195	1.149143982	-2.567271153	0.010250242	0.032909773	1	3	23	0	44	150	1	1	4	40	6	15	3	241	sp	Q8SQC1	SCRB1_PIG	37.531	405	244	5	112	1320	34	431	9.82E-89	285
g14412.t1	68.93337777	3.677430898	0.618247546	5.948152844	2.71E-09	6.80E-08	6	14	23	152	22	6	3	472	75	229	96	8	60	3	sp	P81908	CHLE_HORSE	46.207	580	292	8	118	1842	9	573	0	533
g14418.t1	43.02863255	0.968645739	0.346051719	2.799135753	0.005123959	0.018499571	17	58	49	83	18	21	12	53	59	92	72	29	83	17	sp	Q5XGI5	WDR83_XENTR	65.789	304	103	1	4	915	10	312	3.58E-151	429
g1442.t1	133.7542616	0.727063065	0.287654879	2.527553388	0.011486036	0.03601744	80	142	204	100	82	74	47	239	218	121	238	123	352	55	sp	Q7TT28	REXO1_MOUSE	42.229	637	316	15	2758	4590	602	1212	3.55E-144	477
g14421.t1	85.47463231	-3.038502136	0.890224449	-3.413186573	0.00064208	0.003245986	5	3	7	6	487	102	6	24	52	3	38	268	31	165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14422.t1	611.3388851	-1.57793631	0.268734076	-5.871738838	4.31E-09	1.01E-07	505	539	235	411	1177	995	550	541	376	487	243	740	343	899	sp	Q96P53	WDFY2_HUMAN	58.145	399	167	0	1	1197	1	399	0	524
g1443.t1	43.33014907	1.458385965	0.32186526	4.531044966	5.87E-06	5.96E-05	18	12	81	105	31	36	12	75	52	104	36	16	98	15	sp	F6UA42	UHRF1_XENTR	60.884	611	226	3	742	2565	175	775	0	722
g1443.t1	43.33014907	1.458385965	0.32186526	4.531044966	5.87E-06	5.96E-05	18	12	81	105	31	36	12	75	52	104	36	16	98	15	sp	F6UA42	UHRF1_XENTR	46.296	162	73	5	1	456	1	158	3.91E-33	140
g14439.t1	55.11554132	1.112445974	0.408115817	2.725809503	0.006414401	0.022362324	13	9	102	51	45	69	8	114	91	87	99	31	104	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14442.t1	57.02483875	1.629251416	0.387577042	4.203684019	2.63E-05	0.000217732	27	10	81	78	26	24	21	60	70	224	95	44	124	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g14443.t1	820.6334103	-2.235831681	0.54647387	-4.091378937	4.29E-05	0.000336849	943	1716	547	107	312	311	1174	409	325	537	279	1115	146	1665	sp	Q12719	LAC4_TRAVE	31.157	536	280	21	259	1842	40	494	1.82E-57	206
